Geo_ID,Geographic Area Name,Year,Estimate HOUSING OCCUPANCY Total housing units,Estimate HOUSING OCCUPANCY Occupied housing units,Estimate HOUSING OCCUPANCY Vacant housing units,Estimate YEAR STRUCTURE BUILT Total housing units,Estimate YEAR STRUCTURE BUILT Built 2005 or later,Estimate YEAR STRUCTURE BUILT Built 2000 to 2004,Estimate YEAR STRUCTURE BUILT Built 1990 to 1999,Estimate YEAR STRUCTURE BUILT Built 1980 to 1989,Estimate YEAR STRUCTURE BUILT Built 1970 to 1979,Estimate YEAR STRUCTURE BUILT Built 1960 to 1969,Estimate YEAR STRUCTURE BUILT Built 1950 to 1959,Estimate YEAR STRUCTURE BUILT Built 1940 to 1949,Estimate YEAR STRUCTURE BUILT Built 1939 or earlier,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Occupied housing units,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2005 or later,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2000 to 2004,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1990 to 1999,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1980 to 1989,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1970 to 1979,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1969 or earlier,Estimate VALUE Owner-occupied units,"Estimate VALUE Less than $50,000","Estimate VALUE $50,000 to $99,999","Estimate VALUE $100,000 to $149,999","Estimate VALUE $150,000 to $199,999","Estimate VALUE $200,000 to $299,999","Estimate VALUE $300,000 to $499,999","Estimate VALUE $500,000 to $999,999","Estimate VALUE $1,000,000 or more",Estimate VALUE Median (dollars),State
15976,"College Station city, Texas",2016,45159,40098,5061,45159,2879,3461,10305,8316,8721,7895,2266,693,335,2.38,40098,19374,12253,5526,2161,493,13755,142,112,1274,3010,5121,3205,832,59,,Texas
16432,"Conroe city, Texas",2016,31715,29022,2693,31715,1249,2153,10172,4237,4596,6227,1248,1340,493,2.53,29022,8344,11659,5703,1516,983,14973,1486,2264,2156,3670,2111,2592,556,138,167900,Texas
17000,"Corpus Christi city, Texas",2016,132799,116916,15883,132799,4284,4768,15640,16549,18349,19333,16843,23963,8617,2.6,116916,29711,31833,26564,12490,7109,65987,5997,18689,13210,11923,10143,4231,1426,368,,Texas
19000,"Dallas city, Texas",2016,568951,514588,54363,568951,11215,18318,61103,53911,101243,101467,77891,80162,34009,2.34,514588,154374,167633,101224,43487,19995,209784,17020,47755,36542,18979,24261,32359,24220,8648,,Texas
19972,"Denton city, Texas",2016,50346,45320,5026,50346,1165,2395,12678,7897,9129,7160,5257,2224,1700,2.52,45320,16148,14550,9001,3257,1553,20338,899,1298,3252,5536,6577,2040,666,70,,Texas
22660,"Edinburg city, Texas",2016,28599,27010,1589,28599,617,1493,11701,4576,3805,3067,467,1515,1358,2.9,27010,5881,8587,7130,3170,1127,15513,2764,4534,3363,2272,2089,406,85,0,,Texas
24000,"El Paso city, Texas",2016,248159,225891,22268,248159,5668,16742,35733,34686,35882,40339,28378,29540,9465,2.83,225891,52034,57730,54731,28535,14848,130767,6009,34038,42906,23333,15970,5426,2438,647,,Texas
26232,"Flower Mound town, Texas",2016,23865,23493,372,23865,654,1092,5241,11852,3908,461,435,90,57,2.92,23493,4861,6499,7702,3965,381,20047,273,182,385,1623,5092,9173,3023,296,,Texas
27000,"Fort Worth city, Texas",2016,314469,287401,27068,314469,9604,17235,75605,31945,41177,31910,27707,37953,20615,2.75,287401,73864,93631,71140,26320,10309,164109,10670,37086,33598,31637,28276,16389,4773,1680,,Texas
27684,"Frisco city, Texas",2016,58816,55493,3323,58816,5570,9567,27254,12486,1981,1198,334,52,41,2.04,55493,14857,19966,17457,2662,461,41580,624,86,425,1354,10310,18983,8964,834,,Texas
29000,"Garland city, Texas",2016,80045,75219,4826,80045,620,1510,6771,5961,17080,23911,13528,8730,1453,3.14,75219,17013,22259,17992,9647,5004,44403,1195,8750,16735,9216,5306,3044,78,79,,Texas
29336,"Georgetown city, Texas",2016,26702,25235,1467,26702,2105,3250,8465,5775,2432,2014,699,294,1178,2.69,25235,6175,8968,6765,2542,435,18525,185,412,758,2612,8364,5586,461,147,,Texas
30464,"Grand Prairie city, Texas",2016,66443,61773,4670,66443,1345,2619,17273,11488,10604,11433,3829,4137,3298,2.69,61773,10028,21493,18112,6954,3134,38330,2312,7648,9314,8350,8194,2285,227,0,,Texas
32372,"Harlingen city, Texas",2016,26262,21872,4390,26262,158,469,5609,4153,4113,5007,2084,2974,994,2.94,21872,5761,6477,4882,2114,1021,11119,2413,4172,2076,1579,703,176,0,0,,Texas
35000,"Houston city, Texas",2016,964435,867915,96520,964435,22276,34525,132444,98423,126903,226421,129941,104566,47016,2.48,867915,238645,287879,178341,76383,36631,374439,20369,86045,66160,45106,50707,58793,34543,12716,163700,Texas
37000,"Irving city, Texas",2016,91529,85407,6122,91529,2927,3799,10477,17266,20182,11695,13009,10438,1298,2.55,85407,29915,27984,16167,5568,2125,32730,1574,4419,8982,6022,4642,5268,1610,213,,Texas
39148,"Killeen city, Texas",2016,61230,52417,8813,61230,2374,5706,16869,8715,10898,9148,4906,2038,443,2.75,52417,21449,15708,8581,3638,1727,22607,1238,6709,6838,4987,2099,513,76,147,,Texas
41464,"Laredo city, Texas",2016,76151,69849,6302,76151,2067,4029,19059,17803,10873,8505,5634,3461,2157,3.41,69849,11300,20217,19754,10906,3679,43955,5060,12679,9875,7907,5718,1990,643,83,,Texas
41980,"League City city, Texas",2016,36152,35193,959,36152,1521,2498,14581,8056,4671,2876,1000,483,0,2.17,35193,7220,12819,9420,4585,756,25437,132,329,2852,5578,9856,5995,695,0,227800,Texas
42508,"Lewisville city, Texas",2016,42460,39805,2655,42460,1370,2766,6272,12789,10405,5634,1833,825,110,2.4,39805,12894,12647,9002,3360,1061,17638,1286,681,3600,4286,6480,1151,154,0,,Texas
43888,"Longview city, Texas",2016,34833,30502,4331,34833,699,1515,2067,4573,5636,7258,5788,4471,2060,2.23,30502,9045,7438,6424,4256,1580,15964,1372,4403,4081,2936,1989,823,328,32,,Texas
45000,"Lubbock city, Texas",2016,104179,93891,10288,104179,2599,4278,13408,13469,13684,20450,17197,13374,3559,2.58,93891,28771,27969,16255,8852,6499,48831,5392,10032,12239,8768,7062,3786,1381,171,,Texas
45384,"McAllen city, Texas",2016,49066,44903,4163,49066,1059,1588,10188,9088,11422,9079,4085,1652,572,2.9,44903,8921,13561,12038,4612,2921,26862,2578,8410,6083,4921,3625,969,213,63,,Texas
45744,"McKinney city, Texas",2016,63362,59705,3657,63362,5340,7227,26946,14347,2532,2162,1802,1044,846,2.47,59705,15288,21878,17513,3586,578,40760,1241,1366,1228,4124,15155,14667,2926,53,,Texas
46452,"Mansfield city, Texas",2016,22031,21431,600,22031,1125,2158,9815,3138,2659,2247,218,432,131,2.53,21431,6544,5976,6827,1630,248,14257,259,405,1069,2746,5109,3964,705,0,,Texas
47892,"Mesquite city, Texas",2016,48810,46121,2689,48810,754,192,4691,8625,13881,6417,6807,6509,426,3.07,46121,11280,11572,12180,4779,3596,26275,981,7400,8765,6240,2343,355,149,42,,Texas
48072,"Midland city, Texas",2016,50138,46915,3223,50138,2920,2821,4464,8106,8196,5341,6776,8867,1928,2.44,46915,14462,13325,8816,4680,3146,27605,905,3152,4974,5103,7019,4496,1628,328,,Texas
48768,"Mission city, Texas",2016,28879,24318,4561,28879,782,1886,9597,5904,4369,4358,660,790,533,3.56,24318,6187,6510,7617,2107,646,14614,2547,4303,2319,1170,1930,1821,450,74,,Texas
48804,"Missouri City city, Texas",2016,25650,25169,481,25650,655,1547,4878,5773,5422,5453,1229,231,250,2.76,25169,3683,6914,8139,3381,1800,20305,291,1898,5124,3501,6538,2441,437,75,185700,Texas
50820,"New Braunfels city, Texas",2016,29482,25887,3595,29482,1903,3773,8215,4248,3544,2313,2084,1344,564,2.57,25887,7079,7635,6288,2535,763,16392,413,1186,1707,4457,5560,2383,607,79,,Texas
52356,"North Richland Hills city, Texas",2016,29115,27115,2000,29115,830,641,4093,4736,7536,6573,2753,1771,182,2.34,27115,6422,8326,5512,3775,2021,16143,251,1354,4354,2719,4115,3171,124,55,,Texas
53388,"Odessa city, Texas",2016,45912,40481,5431,45912,1424,2976,2640,4225,5042,7928,5071,14755,1590,2.31,40481,9529,11254,10011,5323,1577,24544,1866,4020,7208,5486,3694,1987,148,135,,Texas
56000,"Pasadena city, Texas",2016,52325,47930,4395,52325,0,822,5296,6304,7276,11261,7248,11264,2337,3,47930,12038,12920,12376,5610,2337,23558,1926,7426,6719,3081,2766,1240,107,293,115700,Texas
56348,"Pearland city, Texas",2016,41537,38606,2931,41537,2416,5677,14818,7973,4975,3367,1360,590,259,2.18,38606,8055,12818,11539,3716,1513,29934,1409,1313,2273,5240,14369,5033,269,28,231800,Texas
57200,"Pharr city, Texas",2016,23886,21501,2385,23886,496,1903,9535,4528,2625,2363,1195,630,408,3.7,21501,3239,7724,6357,1902,937,12250,2758,6064,2261,719,402,0,46,0,,Texas
58016,"Plano city, Texas",2016,111074,106062,5012,111074,2959,3888,15445,32849,33787,17588,3299,589,360,2.38,106062,25548,30913,28432,14710,4966,65493,923,552,4205,7912,21316,23000,6658,927,,Texas
61796,"Richardson city, Texas",2016,43992,43095,897,43992,1867,1498,4643,6621,6600,11266,7431,3542,317,2.55,43095,11981,11532,8817,5206,3219,24649,446,410,2209,4526,9208,7006,608,236,,Texas
63500,"Round Rock city, Texas",2016,41261,37060,4201,41261,2140,1639,15542,8157,7864,4753,185,585,263,3.1,37060,10693,10441,10929,3052,960,21910,540,645,3278,3219,8681,4747,759,41,,Texas
64472,"San Angelo city, Texas",2016,41416,37703,3713,41416,587,1222,2750,3178,7067,7977,7596,6624,1717,2.47,37703,8663,14029,7283,3158,2121,21601,2613,5365,4343,4002,3727,1413,138,0,,Texas
65000,"San Antonio city, Texas",2016,544975,498154,46821,544975,12677,22500,89825,73028,88905,83732,53869,56713,34722,2.71,498154,120832,140191,116205,56097,28773,267058,19541,73547,56798,45567,40964,22420,6345,1876,,Texas
70808,"Sugar Land city, Texas",2016,30140,28690,1450,30140,1179,1895,6098,5452,9363,5213,257,253,227,2.44,28690,4579,7579,9668,4181,1863,23207,348,42,1032,3134,5832,7413,4944,462,325200,Texas
72176,"Temple city, Texas",2016,32334,27942,4392,32334,582,1694,6233,4147,5528,4127,3245,3430,1380,2.41,27942,7191,8071,7544,2014,1278,15429,1535,3556,3942,3717,1556,996,73,54,,Texas
72656,"The Woodlands CDP, Texas",2016,43760,39942,3818,43760,995,4550,11948,14592,8294,3227,78,0,76,2.5,39942,9045,12598,11084,5459,1655,27307,153,512,1647,2709,6187,8523,5756,1820,339500,Texas
74144,"Tyler city, Texas",2016,43363,36812,6551,43363,390,1184,7731,6723,5406,5160,4621,7262,2080,2.66,36812,11847,11058,7767,3061,1096,18437,1351,3466,4050,2905,3131,2954,448,132,,Texas
75428,"Victoria city, Texas",2016,26537,23191,3346,26537,1939,448,1992,3013,3518,6117,3756,3560,853,3.05,23191,5919,6589,4715,2394,2000,12382,1897,2425,3480,2145,1744,497,170,24,,Texas
76000,"Waco city, Texas",2016,55801,47966,7835,55801,1057,1713,7656,4022,5416,11637,7045,9771,3344,2.55,47966,14651,15818,9688,3918,1360,22216,2226,7612,5485,2492,2477,1035,621,268,,Texas
79000,"Wichita Falls city, Texas",2016,43696,38585,5111,43696,207,1222,3963,3791,6012,5706,7986,8569,2087,2.07,38585,12406,10289,8279,3484,2088,20135,3277,7163,4520,1940,2173,818,167,77,,Texas
1,United States,2017,137407308,120062818,17344490,137407308,3391424,3816768,19150504,18949921,18367190,20772881,14555483,14151991,6762745,2.51,120062818,33950508,26870189,28579991,15014458,7440916,76684018,5279421,9165189,10209078,10795829,15064151,14803783,8771786,2594781,,Texas
1000,"Abilene city, Texas",2017,48809,42828,5981,48809,1233,1864,5095,3525,6617,7821,5928,10302,3323,2.41,42828,16872,9403,7118,4449,2535,24859,3793,6981,5551,3242,3509,1077,521,185,,Texas
1924,"Allen city, Texas",2017,35629,33446,2183,35629,2373,2675,12231,10444,5115,1954,371,118,296,2.53,33446,9496,7228,11077,4594,301,25731,89,148,1138,1862,8158,10094,4143,99,,Texas
3000,"Amarillo city, Texas",2017,85201,76092,9109,85201,1796,2671,8913,5706,8834,13806,14492,17159,7191,2.5,76092,27525,16809,15502,7958,3459,45721,4741,11842,9855,7098,6759,3772,967,687,,Texas
4000,"Arlington city, Texas",2017,145857,131485,14372,145857,854,1652,20483,26488,42702,29148,10987,10808,1739,2.73,131485,42063,29898,32426,13200,8287,73066,1955,7368,18412,21724,16460,6228,802,117,,Texas
4462,"Atascocita CDP, Texas",2017,26675,25319,1356,26675,1721,2950,8526,6066,4270,3142,0,0,0,3.57,25319,6374,7403,8301,1845,858,21695,174,200,3203,6570,7383,3677,431,57,,Texas
5000,"Austin city, Texas",2017,417939,376509,41430,417939,31940,24702,69070,65827,82538,67749,31210,23053,10867,2.29,376509,167045,94039,65138,28016,12166,169291,3798,2661,8301,15653,43294,56239,31926,7419,,Texas
6128,"Baytown city, Texas",2017,30256,27188,3068,30256,758,540,5927,4088,5022,3583,3549,3288,2768,2.54,27188,9392,5900,6024,3526,1074,16166,1769,3574,4525,2657,2663,725,253,0,126600,Texas
7000,"Beaumont city, Texas",2017,51998,44960,7038,51998,1180,2260,9125,4386,5447,8373,10943,6072,1670,2.25,44960,13875,10975,11339,3759,2098,16439,1029,1460,1969,4054,4014,3342,571,0,196800,Texas
10768,"Brownsville city, Texas",2017,58048,52138,5910,58048,2449,2903,13286,11896,9507,8457,3720,3364,1446,3.3,52138,13712,11710,14054,6190,3351,358277,17785,69287,67340,43779,52542,57439,36716,13389,173600,Texas
10912,"Bryan city, Texas",2017,34480,30998,3482,34480,984,2471,5977,6485,3930,6439,2638,2875,1470,2.36,30998,12901,5213,6654,3426,2038,26921,471,471,2037,5216,9943,7252,1480,51,253400,Texas
13024,"Carrollton city, Texas",2017,48957,47064,1893,48957,1686,1880,6943,7753,17659,10111,2118,440,122,2.73,47064,15399,11611,11836,5154,2221,19534,235,940,5818,2950,5072,2812,1389,318,195500,Texas
13552,"Cedar Park city, Texas",2017,24026,22376,1650,24026,2674,3348,8846,5521,2209,781,139,99,409,2.81,22376,8110,6445,5939,1334,419,25534,2847,7009,5882,4458,3867,1291,134,46,122900,Texas
15976,"College Station city, Texas",2017,43850,38829,5021,43850,2816,4639,10478,9427,7446,6387,1455,754,270,2.57,38829,22981,7018,5865,1795,426,31840,153,348,3948,4736,14131,7425,1099,0,251400,Texas
16432,"Conroe city, Texas",2017,32250,29297,2953,32250,3876,2867,8035,4235,4346,6059,1643,848,305,2.68,29297,11952,6888,6638,2434,693,16439,1029,1460,1969,4054,4014,3342,571,0,196800,Texas
17000,"Corpus Christi city, Texas",2017,131980,115797,16183,131980,6783,5439,15857,13562,20459,20385,16974,20831,8824,2.52,115797,37579,27764,23027,12154,7578,31973,188,224,750,2496,7477,11780,6991,2067,366200,Texas
19000,"Dallas city, Texas",2017,573667,513084,60583,573667,20263,19016,57232,55371,103683,104071,78658,74523,30128,2.4,513084,219656,118629,87673,43229,18279,202101,12432,38800,30286,22991,24385,37997,26622,8588,,Texas
19972,"Denton city, Texas",2017,52329,49287,3042,52329,2626,3072,11961,9112,8799,6685,5757,2244,1245,2.31,49287,21080,11975,10269,3399,1654,23736,1464,1205,2798,4067,9003,4257,723,219,,Texas
22660,"Edinburg city, Texas",2017,28063,26185,1878,28063,682,1046,9874,6401,3308,4163,976,786,574,3.11,26185,7767,7365,5715,3010,1404,13896,2470,3561,2859,2416,2012,362,216,0,,Texas
24000,"El Paso city, Texas",2017,252969,229156,23813,252969,11862,14653,36498,36061,34261,44432,24870,26672,10809,2.71,229156,71732,46960,51377,27920,12774,134920,5485,35152,43344,24221,19054,5455,1953,256,,Texas
26232,"Flower Mound town, Texas",2017,26616,25597,1019,26616,1995,714,4798,13217,4799,708,215,55,70,2.9,25597,5995,6054,7440,5230,878,22757,386,122,186,736,5521,11071,4464,271,,Texas
27000,"Fort Worth city, Texas",2017,329779,299593,30186,329779,14028,20947,77258,38353,42661,33742,28096,37492,17237,2.6,299593,108188,73970,72571,22987,9777,169775,9870,30661,28643,34002,38889,20502,5973,1235,,Texas
27684,"Frisco city, Texas",2017,62911,58409,4502,62911,10040,10222,25481,13062,1763,466,389,259,606,2.4,58409,21381,17087,16290,3570,37,42259,495,100,580,1035,6445,21884,10839,881,,Texas
29000,"Garland city, Texas",2017,80940,77072,3868,80940,1937,968,5692,6712,17613,27570,11238,7726,1287,3.05,77072,21137,17122,18075,12514,3670,48622,742,5500,14205,14365,9670,3023,876,241,,Texas
29336,"Georgetown city, Texas",2017,27525,26361,1164,27525,2393,2569,10114,6218,3083,1656,52,461,792,2.96,26361,8053,7753,7264,2705,370,18489,356,91,939,1658,8044,6109,1213,79,,Texas
30464,"Grand Prairie city, Texas",2017,66054,60843,5211,66054,2183,1575,15507,10608,11776,9983,5387,5945,2669,2.83,60843,19214,11886,17307,8055,1950,38663,1721,6523,8321,9458,7763,4159,494,224,,Texas
32372,"Harlingen city, Texas",2017,22839,19945,2894,22839,817,225,3319,2535,5365,3866,2580,3044,1016,3.5,19945,6330,3730,5246,1941,876,10859,2325,3755,2385,1297,756,285,56,0,,Texas
35000,"Houston city, Texas",2017,958421,837686,120735,958421,42139,39846,121304,91920,156559,192206,129621,100770,43620,2.57,837686,340106,200094,148336,68429,36744,358277,17785,69287,67340,43779,52542,57439,36716,13389,173600,Texas
37000,"Irving city, Texas",2017,89292,84371,4921,89292,4930,3568,10433,14058,21290,12702,11057,9070,1085,2.65,84371,38081,21848,14540,4407,2996,31985,1987,2478,7367,5575,5087,6741,2369,381,,Texas
39148,"Killeen city, Texas",2017,61000,53350,7650,61000,2591,5016,17026,9405,8477,9411,5299,3154,445,2.68,53350,26932,10400,9429,3697,1702,23417,1698,5766,8077,4883,2505,364,124,0,,Texas
41464,"Laredo city, Texas",2017,78073,70522,7551,78073,4573,4109,16815,16583,11723,8632,5636,5117,2165,3.51,70522,19334,14616,19563,8771,4049,42635,4354,9940,9741,9788,5500,2486,731,95,,Texas
41980,"League City city, Texas",2017,37654,35854,1800,37654,2881,4157,12778,6809,5332,3450,1563,330,0,2.21,35854,12718,9431,10562,1529,1234,26921,471,471,2037,5216,9943,7252,1480,51,253400,Texas
42508,"Lewisville city, Texas",2017,43056,39357,3699,43056,2201,2402,8609,13016,9030,4303,1896,946,262,2.55,39357,19177,10351,6290,2237,682,15716,993,542,1309,3247,7272,2093,260,0,,Texas
43888,"Longview city, Texas",2017,34417,29620,4797,34417,806,457,2722,4006,6550,7310,5089,4003,1625,2.54,29620,10436,6566,5580,3796,1232,16417,1853,3120,3538,3575,3275,786,270,0,,Texas
45000,"Lubbock city, Texas",2017,107222,94480,12742,107222,3129,5270,16285,12208,15684,17295,15725,13929,4996,2.35,94480,41243,19205,17286,8679,3400,46992,5442,9039,12301,7989,7206,3830,929,256,,Texas
45384,"McAllen city, Texas",2017,54480,46598,7882,54480,1783,3800,12281,10769,10518,8411,3121,1527,1392,2.85,46598,12030,12564,11469,5222,2931,27601,1833,6943,8148,4489,3885,1327,918,58,,Texas
45744,"McKinney city, Texas",2017,64403,61833,2570,64403,7060,6942,28873,11159,3091,1442,2379,938,966,2.61,61833,25541,17409,14841,2729,791,39616,643,983,1232,1139,13743,17744,3774,358,,Texas
46452,"Mansfield city, Texas",2017,24279,22679,1600,24279,1993,2445,9762,4635,2604,915,423,756,556,2.39,22679,6259,4603,7394,3032,1071,17346,239,422,1165,3592,6474,4694,707,53,,Texas
47892,"Mesquite city, Texas",2017,48419,44948,3471,48419,554,340,4146,8265,14080,8111,6802,5475,461,2.8,44948,13610,10360,10186,6078,2665,27274,774,5122,9240,8956,2900,128,154,0,,Texas
48072,"Midland city, Texas",2017,52141,48729,3412,52141,2865,2589,3528,9667,8980,6647,6650,9719,870,2.31,48729,17426,10365,11146,4904,2063,32507,2291,2826,4331,6281,9565,4760,2251,202,,Texas
48768,"Mission city, Texas",2017,30123,25857,4266,30123,659,1748,12870,5629,3155,4409,823,219,174,3.35,25857,6443,5825,8264,2993,1541,17700,3439,4978,3960,1884,1756,1185,348,150,,Texas
48804,"Missouri City city, Texas",2017,24970,23948,1022,24970,1293,1214,4737,5522,4969,6857,378,0,0,3.37,23948,4565,5432,7475,3926,1937,19534,235,940,5818,2950,5072,2812,1389,318,195500,Texas
50820,"New Braunfels city, Texas",2017,32886,29931,2955,32886,3446,3066,8214,4925,4502,2618,2399,1212,1044,2.76,29931,13549,5791,6693,2042,730,18847,408,984,1667,4845,7176,3049,339,379,,Texas
52356,"North Richland Hills city, Texas",2017,28799,27650,1149,28799,691,1250,4708,5065,6080,5989,3145,1812,59,2.12,27650,8555,6041,7632,2890,1354,17966,417,1427,2810,4364,5189,3203,556,0,,Texas
53388,"Odessa city, Texas",2017,44340,39400,4940,44340,1772,3284,1706,3854,5472,8841,4311,12697,1746,2.66,39400,15582,7560,7598,4161,1750,23314,1346,4116,5084,5497,5569,1507,155,40,,Texas
56000,"Pasadena city, Texas",2017,52211,47532,4679,52211,276,514,5056,6296,8365,11233,7275,9150,3228,3.03,47532,15175,10224,11816,6255,2072,25534,2847,7009,5882,4458,3867,1291,134,46,122900,Texas
56348,"Pearland city, Texas",2017,45356,42672,2684,45356,4799,6169,15122,8429,4491,3564,1980,203,491,2.13,42672,15246,9992,12696,2775,1097,31840,153,348,3948,4736,14131,7425,1099,0,251400,Texas
57200,"Pharr city, Texas",2017,25785,22897,2888,25785,815,1638,6962,5230,4298,2591,1717,709,1377,3.32,22897,5275,6113,5508,2184,2444,13769,4558,3943,4394,656,172,46,0,0,,Texas
58016,"Plano city, Texas",2017,113234,106078,7156,113234,2818,2898,15270,36601,34505,16532,3496,781,217,2.44,106078,38430,21590,24450,14405,4491,62917,808,633,2760,4957,17237,27893,7247,1382,,Texas
61796,"Richardson city, Texas",2017,47306,43017,4289,47306,2452,1958,3994,7272,6373,13215,7462,4208,298,2.58,43017,15222,10147,7570,5056,2575,24536,313,835,1936,3345,9037,7576,1222,272,,Texas
63500,"Round Rock city, Texas",2017,41337,38368,2969,41337,2716,2401,14216,10083,7424,2973,980,267,248,2.73,38368,14374,8309,11435,2921,840,23860,0,0,2470,3537,8083,9165,492,113,,Texas
64472,"San Angelo city, Texas",2017,40865,35383,5482,40865,1739,1115,3488,3957,4903,7908,7028,6679,1284,2.4,35383,14161,5646,6997,4424,1413,21372,2568,4253,4898,4641,3326,1310,262,114,,Texas
65000,"San Antonio city, Texas",2017,552520,501645,50875,552520,26309,17628,83914,78634,90894,84190,53229,52529,32015,2.66,501645,173065,106510,103223,56891,25661,274970,17749,69508,51800,51411,50600,25873,6535,1494,,Texas
70808,"Sugar Land city, Texas",2017,31472,29065,2407,31472,2056,1189,6201,7506,9960,3314,740,326,131,2.68,29065,6265,5756,9515,4226,2531,22363,295,70,656,2303,6202,8640,3700,497,332900,Texas
72176,"Temple city, Texas",2017,30721,27395,3326,30721,1063,3206,5096,3787,4215,4836,2692,2867,565,2.72,27395,10201,7544,4224,2721,685,14612,950,3303,4225,3758,1723,567,86,0,,Texas
72656,"The Woodlands CDP, Texas",2017,46023,42621,3402,46023,1161,3878,14727,15502,7415,2855,93,392,0,2.48,42621,11716,11966,11688,5811,1263,31973,188,224,750,2496,7477,11780,6991,2067,366200,Texas
74144,"Tyler city, Texas",2017,42659,36030,6629,42659,1501,2083,5243,5566,4824,6755,5951,6173,3005,2.73,36030,12009,9059,8582,3562,859,20331,1527,3664,4703,3738,2406,2666,1419,208,,Texas
75428,"Victoria city, Texas",2017,27173,23876,3297,27173,2023,894,1609,3696,3505,4518,3827,4186,1686,2.68,23876,8977,4908,4244,2643,986,13915,2079,2399,2770,2762,2498,1059,299,49,,Texas
76000,"Waco city, Texas",2017,55598,49706,5892,55598,3266,2222,6468,5233,5311,9515,6681,10305,2816,2.24,49706,21888,11425,8703,3573,2022,22047,3066,6510,3981,2923,2897,2032,512,126,,Texas
79000,"Wichita Falls city, Texas",2017,43939,37535,6404,43939,116,444,2841,3410,5066,7219,6947,9131,4695,2.21,37535,15386,5684,7545,4168,1525,20570,2872,7146,5252,2273,2421,483,123,0,,Texas
1,United States,2018,138539906,121520180,17019726,138539906,4785640,3715688,18731885,19140568,18520320,20991871,14574442,14111092,6679375,2.48,121520180,22831475,19803199,22617626,26672883,14504987,77708394,5137750,8621352,9576933,10549229,15496144,15852636,9563467,2910883,,Texas
1924,"Allen city, Texas",2018,38445,35783,2662,38445,2669,4585,12801,9526,5236,3412,85,131,0,2.54,35783,6930,6478,6014,11369,4001,26221,66,834,711,1656,7791,10460,4416,287,,Texas
10768,"Brownsville city, Texas",2018,56654,51334,5320,56654,2889,3906,13392,10741,8519,10237,2607,2023,1244,3.46,51334,7468,8459,10211,14335,5740,30899,4957,13431,6662,2831,2225,534,198,61,,Texas
27000,"Fort Worth city, Texas",2018,337072,308188,28884,337072,18401,16368,81602,39148,44260,34787,25687,40594,16154,2.6,308188,77694,59133,56695,66831,25921,173864,8866,26064,26360,32017,48171,23652,7184,1550,,Texas
29336,"Georgetown city, Texas",2018,29347,28062,1285,29347,3493,2703,9877,7049,2807,1523,457,747,0,2.55,28062,6031,5759,7259,6412,1793,20964,245,244,557,1669,9348,7533,1368,0,,Texas
48072,"Midland city, Texas",2018,51373,47827,3546,51373,5351,2922,4793,7229,8592,6011,4380,9608,1620,2.49,47827,13580,6977,9753,8661,4365,30093,1571,2123,3737,4959,9070,5776,2594,263,,Texas
70808,"Sugar Land city, Texas",2018,40684,39378,1306,40684,1091,1752,7357,12541,11458,5011,628,274,58,2.61,39378,5436,4446,6800,11504,8046,32629,280,348,1207,2437,9395,13958,4159,845,329800,Texas
76000,"Waco city, Texas",2018,53946,48032,5914,53946,3043,1571,7827,2766,5574,9910,7623,8958,3561,2.52,48032,14595,9935,7681,8996,3535,20651,1242,5979,4047,2640,3608,1839,947,349,248000,Texas
1000,"Abilene city, Texas",2018,49732,42752,6980,49732,1625,1341,4323,4944,7248,5772,5388,11282,4980,2.55,42752,12308,7379,7839,6778,3759,22492,2911,6136,5326,3371,3306,1269,115,58,130500,Texas
17000,"Corpus Christi city, Texas",2018,132153,116456,15697,132153,9351,4220,15511,9815,21145,23154,14301,23896,7844,2.53,116456,31160,19320,17830,22376,10232,65603,4012,14938,15113,13217,11400,4575,2057,291,,Texas
19000,"Dallas city, Texas",2018,590607,521198,69409,590607,30782,17051,60914,66794,95128,103858,76933,77679,29174,2.37,521198,154664,104490,93856,82359,44508,209766,12053,33437,31721,24742,27524,38672,30337,11280,,Texas
26232,"Flower Mound town, Texas",2018,25961,25256,705,25961,2539,1308,4495,11040,4328,1443,430,235,0,2.68,25256,4279,4408,5046,6664,3834,21794,274,127,511,386,3258,11689,4919,630,,Texas
41980,"League City city, Texas",2018,40046,37234,2812,40046,4132,2527,12702,6979,8156,3101,1424,897,0,2.38,37234,9401,5133,7046,10432,2952,26929,747,730,2601,3598,11272,6728,1050,203,248000,Texas
52356,"North Richland Hills city, Texas",2018,27548,26130,1418,27548,645,1221,4028,5054,6546,5257,2666,1791,165,2.55,26130,6110,4405,5379,5170,3220,15494,314,228,1806,3427,5218,3779,614,108,,Texas
53388,"Odessa city, Texas",2018,45632,42819,2813,45632,2262,2536,5467,3660,6074,6999,5475,9765,2745,2.63,42819,11398,5560,7885,9153,5065,25407,1422,4557,5463,4991,5458,2115,1401,0,,Texas
