City,"Total Crime Per Capita [10,000]",Homes Sold,Population
Baytown,773.18,145.87,74420
Baytown,286.9,88.21,74420
Baytown,542.68,134.97,74420
Baytown,447.9,73.29,74420
Baytown,742.55,135.93,74420
Baytown,410.1,110.92,74420
Baytown,739.52,144.45,74420
Baytown,472.8,85.36,74420
Baytown,593.41,176.64,74420
Baytown,390.2,102.48,74420
Baytown,779.32,160.65,74420
Baytown,508.3,76.27,74420
Baytown,618.4,158.14,74420
Baytown,449,73.65,74420
Baytown,728.93,134.76,74420
Baytown,429.3,77.81,74420
Baytown,591.65,165.54,74420
Baytown,481,118.63,74420
Baytown,652.82,152.01,74420
Baytown,385,105.33,74420
Baytown,539.92,139.38,74420
Baytown,449.9,109.48,74420
Baytown,716.06,162.83,74420
Baytown,360.8,73.15,74420
Baytown,580.23,168.3,73709
Baytown,484,114.36,73709
Baytown,646.35,148.75,73709
Baytown,390.3,78.73,73709
Baytown,588.41,173.49,73709
Baytown,436.2,64.19,73709
Baytown,773.42,170.12,73709
Baytown,309.4,122.8,73709
Baytown,589.47,140.59,73709
Baytown,476.6,86.2,73709
Baytown,710.06,155.73,73709
Baytown,469.7,80.74,73709
Baytown,656.61,157.26,73709
Baytown,271.9,92.49,73709
Baytown,560.11,142.81,73709
Baytown,524.2,84.19,73709
Baytown,636.23,127.51,73709
Baytown,315.7,105.74,73709
Baytown,581.28,161.47,73709
Baytown,426.1,65.01,73709
Baytown,605.4,170.64,73709
Baytown,478.6,97.91,73709
Baytown,738.05,158.84,73709
Baytown,465.7,74.78,73709
Baytown,484.43,178.88,76253
Baytown,348.5,138.72,76253
Baytown,532.62,173.84,76253
Baytown,259.7,118.21,76253
Baytown,537.34,166.6,76253
Baytown,296.9,136.94,76253
Baytown,644.37,162.73,76253
Baytown,365.9,98.1,76253
Baytown,545.34,174.62,76253
Baytown,436.9,123.99,76253
Baytown,598.42,197.48,76253
Baytown,306.4,73.88,76253
Baytown,543.52,158.65,76253
Baytown,308.7,94.43,76253
Baytown,663.81,147.29,76253
Baytown,269.7,130.65,76253
Baytown,664.25,160.68,76253
Baytown,338.1,141.11,76253
Baytown,618.49,165.47,76253
Baytown,326.1,125,76253
Baytown,458.63,158.18,76253
Baytown,305.1,93.25,76253
Baytown,585.8,153.42,76253
Baytown,398.5,80.05,76253
Baytown,416.78,152.38,77145
Baytown,245.6,103.26,77145
Baytown,600.7,165.53,77145
Baytown,300.4,89.91,77145
Baytown,502.6,198.22,77145
Baytown,396.1,79.29,77145
Baytown,553.88,145.48,77145
Baytown,207.2,80.03,77145
Baytown,485.98,196.77,77145
Baytown,259.3,130.98,77145
Baytown,545.74,181.68,77145
Baytown,388.7,129.93,77145
Baytown,557.44,155.83,77145
Baytown,329.5,110.22,77145
Baytown,464.43,157.16,77145
Baytown,327.9,102.94,77145
Baytown,577.07,184.57,77145
Baytown,321.8,96.38,77145
Baytown,533.75,186.64,77145
Baytown,370,138.97,77145
Baytown,505.82,150.09,77145
Baytown,208.9,106.26,77145
Baytown,462.74,171.63,77145
Baytown,285.8,109.77,77145
Baytown,509.05,172.02,77224
Baytown,346.7,152.32,77224
Baytown,501.9,226.48,77224
Baytown,356.4,117.02,77224
Baytown,493.41,158.79,77224
Baytown,282.8,117.56,77224
Baytown,574.67,175.9,77224
Baytown,215.4,135.79,77224
Baytown,471.34,195.64,77224
Baytown,397.2,88.98,77224
Baytown,459.21,234.26,77224
Baytown,281.3,102.57,77224
Baytown,460.58,186.56,77224
Baytown,382.9,121.09,77224
Baytown,515.12,232.75,77224
Baytown,370.5,131.02,77224
Baytown,496.58,171.65,77224
Baytown,353.3,108.58,77224
Baytown,498.37,209.61,77224
Baytown,333.8,139.3,77224
Baytown,547.11,203.58,77224
Baytown,215.6,134.85,77224
Baytown,425.18,207.63,77224
Baytown,269,97.4,77224
Baytown,496.88,225.6,76704
Baytown,221,138.23,76704
Baytown,480.21,232.23,76704
Baytown,353.1,84.5,76704
Baytown,408.93,174.01,76704
Baytown,324.3,105.06,76704
Baytown,392.01,203.4,76704
Baytown,269.6,80.43,76704
Baytown,460.59,218.97,76704
Baytown,346.6,118.72,76704
Baytown,554.93,182.19,76704
Baytown,324.3,133.85,76704
Baytown,529.68,224.52,76704
Baytown,372.7,151.26,76704
Baytown,499.12,221.68,76704
Baytown,360.9,131,76704
Baytown,468.36,233.88,76704
Baytown,235.7,80.97,76704
Baytown,506.32,218.71,76704
Baytown,227.8,82.29,76704
Baytown,435.89,196.01,76704
Baytown,281.7,110.02,76704
Baytown,442.89,193.32,76704
Baytown,236,141.82,76704
Baytown,482.7,179.75,76704
Baytown,257.1,97.99,76704
Baytown,453.19,191.4,76704
Baytown,225.1,152.47,76704
Baytown,421.08,192.14,76704
Baytown,313.5,133.35,76704
Baytown,415.22,200.18,76704
Baytown,293.5,83.81,76704
Baytown,467.6,214.4,76704
Baytown,248.1,111.01,76704
Baytown,569.25,175.49,76704
Baytown,304.3,138.46,76704
Baytown,542.04,187.74,76704
Baytown,378.9,161.87,76704
Baytown,464.1,210.05,76704
Baytown,337.3,109.09,76704
Baytown,485.15,172.94,76704
Baytown,370.5,138.57,76704
Baytown,537.5,214.18,76704
Baytown,235.9,98.62,76704
Baytown,560.02,228.7,76704
Baytown,278,116.66,76704
Baytown,389.95,180.95,76704
Baytown,368.5,107.08,76704
Friendswood,114.44,246.43,36965
Friendswood,55.1,148.71,36965
Friendswood,129.78,215.99,36965
Friendswood,61.9,149.99,36965
Friendswood,145.33,259.18,36965
Friendswood,70.3,200.71,36965
Friendswood,125.84,232.21,36965
Friendswood,97,121.38,36965
Friendswood,135.2,244.99,36965
Friendswood,57.5,173.51,36965
Friendswood,121.59,256.06,36965
Friendswood,79.3,204.3,36965
Friendswood,128.12,230.93,36965
Friendswood,61.2,176.63,36965
Friendswood,121.1,210.94,36965
Friendswood,56.3,124.62,36965
Friendswood,133.73,303.87,36965
Friendswood,79.1,160.24,36965
Friendswood,104.03,312.08,36965
Friendswood,79.2,132.6,36965
Friendswood,109.16,271.79,36965
Friendswood,52.9,187.68,36965
Friendswood,100.5,251.76,36965
Friendswood,78,188.06,36965
Friendswood,126.1,275.28,37226
Friendswood,79.4,181.9,37226
Friendswood,149.91,251.82,37226
Friendswood,58.5,217.96,37226
Friendswood,115.29,245.23,37226
Friendswood,97.6,164.44,37226
Friendswood,157.84,327.74,37226
Friendswood,93.5,158.94,37226
Friendswood,137.55,236.89,37226
Friendswood,63.4,135.43,37226
Friendswood,116.93,341.7,37226
Friendswood,102.9,153.29,37226
Friendswood,142.33,237.47,37226
Friendswood,115,187.23,37226
Friendswood,131.68,239.39,37226
Friendswood,65.4,177.42,37226
Friendswood,142.09,291.87,37226
Friendswood,83.4,204.87,37226
Friendswood,117.45,287.28,37226
Friendswood,80.2,180.28,37226
Friendswood,121.13,340.06,37226
Friendswood,71.8,130.01,37226
Friendswood,149.9,294.03,37226
Friendswood,66.4,134.22,37226
Friendswood,105.48,230.28,38012
Friendswood,49.4,191.75,38012
Friendswood,123.99,260.49,38012
Friendswood,59,205.7,38012
Friendswood,137.03,231.28,38012
Friendswood,81,194.12,38012
Friendswood,94.11,287.17,38012
Friendswood,59.4,194.28,38012
Friendswood,97.67,241.18,38012
Friendswood,55.9,159.79,38012
Friendswood,97.49,310.85,38012
Friendswood,75.7,219.28,38012
Friendswood,100.37,237.32,38012
Friendswood,88.9,126.97,38012
Friendswood,92.69,268.78,38012
Friendswood,62.3,117.61,38012
Friendswood,100.96,239.15,38012
Friendswood,91.7,147.37,38012
Friendswood,135.69,278.35,38012
Friendswood,80.8,119.34,38012
Friendswood,111.54,293.19,38012
Friendswood,60.6,158.37,38012
Friendswood,113.38,276.98,38012
Friendswood,60.5,154.76,38012
Friendswood,105.87,286.3,38851
Friendswood,80.6,173.16,38851
Friendswood,146.59,242.21,38851
Friendswood,64.8,111.98,38851
Friendswood,101.57,228.8,38851
Friendswood,58.1,181.94,38851
Friendswood,100.54,282.4,38851
Friendswood,59.6,171,38851
Friendswood,101.56,195.39,38851
Friendswood,77.4,105.04,38851
Friendswood,147.16,242.5,38851
Friendswood,64.4,165.12,38851
Friendswood,110.59,285.72,38851
Friendswood,75.8,131.73,38851
Friendswood,144.43,233.96,38851
Friendswood,81.7,134.02,38851
Friendswood,109.38,199.97,38851
Friendswood,96.5,155.09,38851
Friendswood,104.15,217.95,38851
Friendswood,79.2,184,38851
Friendswood,118.57,218.5,38851
Friendswood,84.1,113.11,38851
Friendswood,133.39,247.63,38851
Friendswood,80.2,178.17,38851
Friendswood,120.01,293.17,39402
Friendswood,69.8,142.59,39402
Friendswood,108,273.65,39402
Friendswood,82,125.29,39402
Friendswood,105.56,311.19,39402
Friendswood,67.3,123.91,39402
Friendswood,109.91,251.52,39402
Friendswood,41.8,153.92,39402
Friendswood,101.68,291.77,39402
Friendswood,70,125.83,39402
Friendswood,99.74,273.34,39402
Friendswood,76,149.78,39402
Friendswood,95.09,311.38,39402
Friendswood,57.3,162.64,39402
Friendswood,96.73,236.78,39402
Friendswood,66.9,182.9,39402
Friendswood,116.71,298.3,39402
Friendswood,72.8,172.88,39402
Friendswood,85.23,213.77,39402
Friendswood,59.4,132.44,39402
Friendswood,93.04,220.82,39402
Friendswood,50.2,125.44,39402
Friendswood,115.82,228.11,39402
Friendswood,52.4,160.34,39402
Friendswood,95.2,259.3,39990
Friendswood,64.9,140.85,39990
Friendswood,109.8,213.8,39990
Friendswood,52.1,125.07,39990
Friendswood,124.46,215.69,39990
Friendswood,54.8,125.02,39990
Friendswood,108.07,250.07,39990
Friendswood,45.7,108.07,39990
Friendswood,110.25,258.38,39990
Friendswood,76.7,118.21,39990
Friendswood,130.67,238.62,39990
Friendswood,80.9,152.67,39990
Friendswood,133.24,214.65,39990
Friendswood,66.8,107.06,39990
Friendswood,104.31,205.74,39990
Friendswood,88,144.78,39990
Friendswood,118.32,246.76,39990
Friendswood,53.7,195.85,39990
Friendswood,123.71,282.27,39990
Friendswood,82.5,179.12,39990
Friendswood,133.84,241.86,39990
Friendswood,54,160.54,39990
Friendswood,101.09,203.18,39990
Friendswood,53.6,131.11,39990
Friendswood,108.1,296.12,39990
Friendswood,75.5,138.84,39990
Friendswood,105.02,342.1,39990
Friendswood,52.4,142.33,39990
Friendswood,128.68,316.49,39990
Friendswood,55,189.49,39990
Friendswood,123.87,319.26,39990
Friendswood,80.7,216.09,39990
Friendswood,108.62,349.14,39990
Friendswood,52.3,228.2,39990
Friendswood,132.73,352.14,39990
Friendswood,50.2,224.66,39990
Friendswood,102.62,316.53,39990
Friendswood,85.6,204.18,39990
Friendswood,124.21,260.94,39990
Friendswood,85.4,231.98,39990
Friendswood,90.3,280.52,39990
Friendswood,74.3,173.2,39990
Friendswood,91.29,263.6,39990
Friendswood,80.5,224.17,39990
Friendswood,102.39,297.92,39990
Friendswood,45.1,209.07,39990
Friendswood,109.69,269.43,39990
Friendswood,82,159.01,39990
Galveston,729.06,211.54,49170
Galveston,465.6,102.94,49170
Galveston,643.43,227.46,49170
Galveston,495.7,146.07,49170
Galveston,595.53,234.36,49170
Galveston,462.5,145.83,49170
Galveston,698.08,244.55,49170
Galveston,456.5,138.35,49170
Galveston,765.04,184.9,49170
Galveston,523.8,170.86,49170
Galveston,744.9,194.5,49170
Galveston,536.2,140.91,49170
Galveston,773.78,188.05,49170
Galveston,453.7,90.82,49170
Galveston,801.12,229.57,49170
Galveston,401.1,142.01,49170
Galveston,656.87,253.37,49170
Galveston,388.6,123.48,49170
Galveston,606.76,238.97,49170
Galveston,461.7,156.85,49170
Galveston,612.77,213.85,49170
Galveston,384.9,104.85,49170
Galveston,629.33,195.37,49170
Galveston,483.5,167.28,49170
Galveston,572.01,222.79,48067
Galveston,505.1,115.96,48067
Galveston,587.9,296.94,48067
Galveston,459.7,168.43,48067
Galveston,593.75,301.91,48067
Galveston,513.8,183.93,48067
Galveston,538.26,305.62,48067
Galveston,474.5,135.51,48067
Galveston,668.97,213.34,48067
Galveston,372.4,179.12,48067
Galveston,654.05,295.17,48067
Galveston,406.6,195.84,48067
Galveston,646.88,248.19,48067
Galveston,300,112.17,48067
Galveston,743.71,231.24,48067
Galveston,373.4,112.83,48067
Galveston,541.63,225.8,48067
Galveston,470.4,164.2,48067
Galveston,593.74,212.93,48067
Galveston,464.2,109.76,48067
Galveston,744.34,258.4,48067
Galveston,301.2,181.89,48067
Galveston,650.72,241.66,48067
Galveston,410.9,132.81,48067
Galveston,621.55,274.72,48961
Galveston,307.9,204.77,48961
Galveston,645.86,274.25,48961
Galveston,408,190.13,48961
Galveston,492,308.72,48961
Galveston,384,241.8,48961
Galveston,552.69,255.89,48961
Galveston,312.9,125.65,48961
Galveston,685.98,330.09,48961
Galveston,465.8,209.95,48961
Galveston,655.64,320.17,48961
Galveston,429.6,154.31,48961
Galveston,544.52,306.72,48961
Galveston,350.7,219.48,48961
Galveston,659.06,328.15,48961
Galveston,290.9,153.21,48961
Galveston,494.17,339.06,48961
Galveston,251,137.43,48961
Galveston,615.45,311.66,48961
Galveston,461,190.4,48961
Galveston,644.46,275.96,48961
Galveston,312.2,142.98,48961
Galveston,691.76,294.84,48961
Galveston,453.2,143.52,48961
Galveston,513.1,307.96,50065
Galveston,294,119.88,50065
Galveston,452.51,248.66,50065
Galveston,396.5,174.07,50065
Galveston,547.31,306.23,50065
Galveston,261,175.32,50065
Galveston,595.09,280.06,50065
Galveston,223.2,171.45,50065
Galveston,532.98,281.29,50065
Galveston,326.7,127.22,50065
Galveston,602.61,288.78,50065
Galveston,226.5,167.08,50065
Galveston,564.1,243.54,50065
Galveston,320.5,208.67,50065
Galveston,561.37,350.92,50065
Galveston,310.6,228.79,50065
Galveston,477.74,317.73,50065
Galveston,212.3,180.12,50065
Galveston,489.7,324.84,50065
Galveston,351.6,232.77,50065
Galveston,585.48,269.18,50065
Galveston,336.4,218,50065
Galveston,547.85,270.47,50065
Galveston,350.8,148.43,50065
Galveston,556.92,359.92,50667
Galveston,354.6,125.89,50667
Galveston,464.48,317.03,50667
Galveston,205.1,171.61,50667
Galveston,573.45,259.95,50667
Galveston,216.1,222.41,50667
Galveston,489.43,281.06,50667
Galveston,389.3,179.3,50667
Galveston,543.15,307.36,50667
Galveston,299.6,146.27,50667
Galveston,413.63,340.08,50667
Galveston,249.6,205.92,50667
Galveston,562.6,315.52,50667
Galveston,363.1,228.56,50667
Galveston,423.32,265.95,50667
Galveston,283.3,220.52,50667
Galveston,433.07,257.43,50667
Galveston,209.3,223.65,50667
Galveston,465.66,300.59,50667
Galveston,308.8,198.18,50667
Galveston,529.21,319.7,50667
Galveston,240.2,230.68,50667
Galveston,434.45,304.73,50667
Galveston,333.4,121.93,50667
Galveston,521.05,369.94,51021
Galveston,395.2,148.65,51021
Galveston,467.86,287.4,51021
Galveston,200.9,160.78,51021
Galveston,573.64,319.38,51021
Galveston,386,195.35,51021
Galveston,517.95,278.08,51021
Galveston,333.4,138.06,51021
Galveston,423.82,331.8,51021
Galveston,397.2,182.92,51021
Galveston,421.89,320.92,51021
Galveston,293.8,248.87,51021
Galveston,405.15,276.31,51021
Galveston,326,248.59,51021
Galveston,541.71,290.49,51021
Galveston,239.4,222.17,51021
Galveston,496.8,325.82,51021
Galveston,304.1,186.56,51021
Galveston,528.31,320.76,51021
Galveston,289.5,166.87,51021
Galveston,406.96,322.07,51021
Galveston,202,160.24,51021
Galveston,547.63,359.97,51021
Galveston,349.4,150.92,51021
Galveston,505.63,280.88,51021
Galveston,326.9,154.93,51021
Galveston,573.01,327.71,51021
Galveston,302.8,137.23,51021
Galveston,584.36,265.76,51021
Galveston,305,132.5,51021
Galveston,493.75,355.3,51021
Galveston,380,175.42,51021
Galveston,535.95,266.86,51021
Galveston,285.5,193.15,51021
Galveston,480.46,274.92,51021
Galveston,310.1,154.55,51021
Galveston,486.62,321.12,51021
